Date,C5TC,P5TC,S10TC,HS7TC
22/06/2020,25364,10840,7285,6627
23/06/2020,26672,10997,7341,6729
24/06/2020,28657,11202,7419,6850
25/06/2020,29395,11273,7457,6934
26/06/2020,29641,11306,7460,7008
29/06/2020,30778,11307,7471,7105
30/06/2020,30857,11315,7514,7216
01/07/2020,30939,11298,7545,7287
02/07/2020,31377,11317,7628,7343
03/07/2020,32682,11840,7716,7424
06/07/2020,33760,12387,7788,7458
07/07/2020,32911,13113,7979,7498
08/07/2020,29610,13651,8498,7555
09/07/2020,28081,14011,8896,7669
10/07/2020,27644,14286,9184,7823
13/07/2020,26964,14376,9420,7888
14/07/2020,25562,14375,9622,7963
15/07/2020,24387,14211,9793,8062
16/07/2020,24639,13898,9885,8160
17/07/2020,25085,13532,10014,8232
20/07/2020,24469,13188,10123,8287
21/07/2020,22635,12736,10222,8346
22/07/2020,20120,12012,10250,8436
23/07/2020,18542,11363,10174,8465
24/07/2020,17284,10786,10070,8473
27/07/2020,17014,10449,9963,8503
28/07/2020,16524,10220,9866,8528
29/07/2020,17721,10491,9786,8508
30/07/2020,18326,10831,9657,8506
31/07/2020,18296,11045,9565,8539
03/08/2020,19051,11287,9477,8495
04/08/2020,20687,11840,9359,8464
05/08/2020,20383,12693,9289,8440
06/08/2020,20434,13448,9318,8442
07/08/2020,19912,14070,9408,8475
10/08/2020,19697,14400,9533,8518
11/08/2020,19204,15041,9673,8554
12/08/2020,19339,15723,9822,8636
13/08/2020,19774,16174,10018,8722
14/08/2020,19916,16415,10194,8846
17/08/2020,19900,16372,10378,9064
18/08/2020,19693,16181,10441,9232
19/08/2020,19468,15815,10494,9458
20/08/2020,18570,15301,10530,9692
21/08/2020,17918,14876,10586,9833
24/08/2020,18305,14689,10617,9981
25/08/2020,19013,14658,10603,10111
26/08/2020,18896,14544,10560,10171
27/08/2020,18775,14568,10538,10220
28/08/2020,18394,14549,10537,10258
01/09/2020,18044,14439,10540,10277
02/09/2020,17638,14113,10553,10276
03/09/2020,16748,13635,10537,10254
04/09/2020,16252,13260,10481,10246
07/09/2020,16102,13040,10441,10224
08/09/2020,15892,12724,10346,10200
09/09/2020,15482,12330,10238,10163
10/09/2020,15075,12036,10150,10122
11/09/2020,15248,11817,10092,10075
14/09/2020,15737,11704,10057,10039
15/09/2020,15943,11666,10032,9968
16/09/2020,15664,11692,10136,9960
17/09/2020,15875,11748,10226,9975
18/09/2020,15761,11835,10351,10049
21/09/2020,16089,11891,10451,10102
22/09/2020,17229,11932,10555,10186
23/09/2020,18592,12047,10681,10346
24/09/2020,22841,12247,10809,10430
25/09/2020,24178,12423,10910,10528
28/09/2020,23733,12512,10978,10573
29/09/2020,23813,12516,10994,10606
30/09/2020,25631,12367,10943,10644
01/10/2020,29332,12275,10914,10650
02/10/2020,33066,12355,10900,10672
05/10/2020,34293,12443,10868,10663
06/10/2020,34896,12549,10838,10685
07/10/2020,33465,12694,10831,10674
08/10/2020,31507,12852,10819,10687
09/10/2020,29479,12950,10807,10718
12/10/2020,27333,12986,10805,10729
13/10/2020,25497,12927,10804,10771
14/10/2020,23305,12713,10775,10781
15/10/2020,21737,12286,10751,10786
16/10/2020,19952,11906,10736,10789
19/10/2020,18402,11681,10741,10776
20/10/2020,17121,11459,10704,10752
21/10/2020,17151,11309,10693,10728
22/10/2020,18537,11294,10692,10743
23/10/2020,18749,11469,10696,10748
26/10/2020,18304,11623,10690,10737
27/10/2020,18606,11653,10644,10737
28/10/2020,17881,11700,10586,10725
29/10/2020,15781,11671,10536,10688
30/10/2020,15550,11604,10438,10647
02/11/2020,15715,11473,10374,10622
03/11/2020,15445,11252,10251,10585
04/11/2020,14691,11075,10146,10541
05/11/2020,14177,10880,10029,10484
06/11/2020,14421,10711,9914,10490
09/11/2020,14848,10625,9827,10498
10/11/2020,14781,10530,9763,10490
11/11/2020,13379,10488,9707,10509
12/11/2020,12854,10595,9721,10522
13/11/2020,12498,10780,9728,10541
16/11/2020,12282,10930,9728,10532
17/11/2020,12029,11264,9766,10580
18/11/2020,11730,11622,9895,10678
19/11/2020,11858,11930,10061,10761
20/11/2020,11897,12176,10226,10838
23/11/2020,12021,12456,10473,10909
24/11/2020,11996,12583,10699,11029
25/11/2020,12186,12718,10944,11247
26/11/2020,12514,12830,11124,11538
27/11/2020,12712,12863,11198,11685
30/11/2020,12621,12843,11241,11765
01/12/2020,12332,12693,11225,11848
02/12/2020,12322,12407,11209,11885
03/12/2020,12274,12104,11162,11936
04/12/2020,12606,11983,11121,11952
07/12/2020,11766,11924,11119,11949
08/12/2020,10607,12095,11129,11929
09/12/2020,10295,12494,11188,11941
10/12/2020,10951,12847,11252,11985
11/12/2020,11889,13183,11337,12024
14/12/2020,12282,13362,11422,12058
15/12/2020,13128,13415,11501,12128
16/12/2020,13826,13191,11590,12150
17/12/2020,14143,12899,11624,12175
18/12/2020,14943,12621,11631,12203
21/12/2020,15085,12395,11596,12205
22/12/2020,15469,12169,11528,12204
23/12/2020,16409,12001,11520,12189
24/12/2020,16633,11926,11424,12178
04/01/2021,16656,12272,11305,12040
05/01/2021,17408,12801,11242,11980
06/01/2021,17310,13166,11247,11924
07/01/2021,17598,13533,11255,11894
08/01/2021,21131,14031,11322,11805
11/01/2021,24507,14581,11430,11744
12/01/2021,26421,14803,11602,11695
13/01/2021,26489,14802,11742,11698
14/01/2021,24979,14562,11878,11726
15/01/2021,23989,14545,11951,11745
18/01/2021,23541,14559,12051,11764
19/01/2021,24148,14506,12147,11806
20/01/2021,25557,14550,12310,11875
21/01/2021,25515,14749,12464,11992
22/01/2021,24631,14934,12566,12056
25/01/2021,23366,14988,12676,12188
26/01/2021,20709,14943,12743,12299
27/01/2021,17790,14807,12798,12398
28/01/2021,16133,14680,12821,12550
29/01/2021,15675,14695,12820,12615
01/02/2021,15516,14669,12780,12660
02/02/2021,14053,14615,12639,12705
03/02/2021,12802,14604,12553,12762
04/02/2021,12772,14658,12531,12813
05/02/2021,12662,14960,12583,12937
08/02/2021,12057,15198,12639,13050
09/02/2021,11359,15664,12720,13200
10/02/2021,10749,16172,12930,13337
11/02/2021,10312,16838,13164,13474
12/02/2021,10304,17496,13384,13512
15/02/2021,10457,17976,13551,13650
16/02/2021,12314,19549,13879,13869
17/02/2021,15856,22659,14739,14406
18/02/2021,15690,22237,15849,15199
19/02/2021,14224,20991,16648,16223
22/02/2021,13873,20892,17581,17011
23/02/2021,13216,20755,19183,17603
24/02/2021,12315,20485,20046,18316
25/02/2021,12203,19868,20530,18907
26/02/2021,11934,19256,20662,19254
01/03/2021,11679,18775,20672,19427
02/03/2021,12152,18899,20668,19565
03/03/2021,13910,19450,20775,19646
04/03/2021,13874,19904,20903,19790
05/03/2021,14794,20165,21089,20357
08/03/2021,15138,20323,21268,20797
09/03/2021,16170,20145,21658,21265
10/03/2021,17889,19962,22189,21996
11/03/2021,17353,19956,22557,22657
12/03/2021,16741,20178,22844,23096
15/03/2021,17054,20452,22909,23320
16/03/2021,17274,21349,22865,23528
17/03/2021,17931,23245,23005,23895
18/03/2021,18873,25400,23258,24426
19/03/2021,19437,26773,23347,24484
22/03/2021,19751,27520,23458,24416
23/03/2021,19114,26846,23381,24228
24/03/2021,18366,25719,22921,23734
25/03/2021,18490,25503,22227,23183
26/03/2021,19014,25447,21813,22893
29/03/2021,18987,25310,21456,22414
30/03/2021,18382,24507,21071,21620
31/03/2021,18327,23188,20578,20999
01/04/2021,19853,22354,20241,20461
06/04/2021,20962,21880,19904,19987
07/04/2021,22468,21218,19714,19613
08/04/2021,22874,19444,19645,19227
09/04/2021,23911,18026,19584,18885
12/04/2021,25976,17352,19511,18576
13/04/2021,26055,17083,19514,18278
14/04/2021,26131,18157,19615,18074
15/04/2021,28056,20110,19921,17988
16/04/2021,28520,21119,20342,18101
19/04/2021,28830,21968,20658,18253
20/04/2021,28652,23010,21177,18458
21/04/2021,33290,24206,21751,18770
22/04/2021,33808,24176,22411,19282
23/04/2021,34762,23667,22932,19654
26/04/2021,35347,23271,23190,19876
27/04/2021,37453,22949,23423,20037
28/04/2021,38816,23260,23540,20113
29/04/2021,39589,23785,23661,20545
30/04/2021,40608,24045,23581,20607
04/05/2021,42959,24515,23433,20809
05/05/2021,44817,25634,23483,20994
06/05/2021,42852,26182,23760,21188
07/05/2021,41514,26597,24158,21399
10/05/2021,42370,27126,24379,21658
11/05/2021,42031,27740,24699,22010
12/05/2021,39055,27606,24963,22342
13/05/2021,37724,27154,25113,22660
14/05/2021,34542,26652,25264,22839
17/05/2021,32702,26179,25412,23011
18/05/2021,31429,25682,25563,23201
19/05/2021,31392,25709,25785,23368
20/05/2021,31634,25834,26118,23572
21/05/2021,32593,25693,26493,23706
24/05/2021,32825,25558,26712,23761
25/05/2021,31054,25285,26945,23885
26/05/2021,29620,24903,27413,24037
27/05/2021,27934,24618,27720,24133
28/05/2021,25614,24841,27542,24170
01/06/2021,25032,25212,27005,24097
02/06/2021,23731,25693,27012,24083
03/06/2021,22102,26068,26852,24057
04/06/2021,20933,26400,26941,24065
07/06/2021,20458,26588,27076,24049
08/06/2021,19845,26940,27264,24056
09/06/2021,20632,27582,27593,24166
10/06/2021,24039,28836,28072,24391
11/06/2021,27752,29718,28514,24495
14/06/2021,29383,30087,28866,24539
15/06/2021,30640,30664,29332,24662
16/06/2021,33258,31671,29838,24790
17/06/2021,34930,32022,30299,24976
18/06/2021,33415,31897,30819,25170
21/06/2021,32785,31544,31073,25510
22/06/2021,31376,30889,31243,25835
23/06/2021,32079,30760,31374,26198
24/06/2021,32018,31639,31507,26572
25/06/2021,33069,32774,31644,27058
28/06/2021,33348,34447,31885,27318
29/06/2021,34299,36087,32130,27592
30/06/2021,32604,37074,32226,27742
01/07/2021,30600,38135,32324,27890
02/07/2021,29106,38422,32283,27981
05/07/2021,27773,38170,32282,28100
06/07/2021,27309,37437,32123,28545
07/07/2021,29018,37347,32001,29128
08/07/2021,30260,37152,31872,29465
09/07/2021,30972,36912,31798,29720
12/07/2021,31266,36626,31702,29735
13/07/2021,30272,35734,31512,29881
14/07/2021,29128,34630,31164,29884
15/07/2021,28694,33370,30791,29920
16/07/2021,28542,32719,30526,30048
19/07/2021,29139,32611,30517,30263
20/07/2021,29071,32400,30613,30372
21/07/2021,29135,32195,30880,30724
22/07/2021,30098,32042,31264,31072
23/07/2021,32469,31756,31577,31246
26/07/2021,32755,31619,31713,31442
27/07/2021,31880,31204,31821,31510
28/07/2021,31856,30634,32026,31602
29/07/2021,33639,30078,32206,31654
30/07/2021,35713,29734,32395,31676
02/08/2021,35429,29610,32544,31702
03/08/2021,35216,29766,32659,31810
04/08/2021,35675,30222,32817,31739
05/08/2021,36608,30758,32961,31788
06/08/2021,36150,31041,33114,31793
09/08/2021,36009,31125,33242,31807
10/08/2021,35895,31282,33355,31907
11/08/2021,36354,31640,33542,32064
12/08/2021,38217,31949,33870,32375
13/08/2021,39526,32092,34078,32691
16/08/2021,40237,32253,34309,32926
17/08/2021,41049,32552,34611,33227
18/08/2021,44495,33360,35080,33539
19/08/2021,47361,33782,35603,33685
20/08/2021,49731,34063,36036,33798
23/08/2021,50708,34282,36328,33859
24/08/2021,51472,34615,36774,33981
25/08/2021,50662,34969,37249,34155
26/08/2021,50113,35202,37809,34242
27/08/2021,51099,34870,38169,34152
31/08/2021,49089,34028,38246,33726
01/09/2021,46987,33354,37771,33457
02/09/2021,47407,32846,37326,33178
03/09/2021,46647,32445,36832,33087
06/09/2021,44465,31895,36225,32921
07/09/2021,42220,31468,35817,32847
08/09/2021,40518,31260,35325,32593
09/09/2021,41151,31589,34966,32506
10/09/2021,46172,32356,34867,32534
13/09/2021,52908,33249,34982,32581
14/09/2021,53692,33803,35308,32767
15/09/2021,53381,34201,35712,33024
16/09/2021,52281,34665,36113,33216
17/09/2021,53240,35138,36378,33499
20/09/2021,53795,35240,36514,33773
21/09/2021,56269,35373,36599,33937
22/09/2021,59715,35647,36717,34215
23/09/2021,61683,35947,36838,34486
24/09/2021,61309,36104,36948,34650
27/09/2021,63030,36180,36998,34742
28/09/2021,69013,36271,37102,34981
29/09/2021,74786,36335,37169,35223
30/09/2021,74176,36119,37200,35543
01/10/2021,75190,35929,37212,35769
04/10/2021,77035,35648,37192,35854
05/10/2021,80877,35259,37201,35888
06/10/2021,86870,35130,37269,35959
07/10/2021,86953,34953,37445,36166
08/10/2021,83865,34794,37585,36269
11/10/2021,82722,34893,37744,36357
12/10/2021,79535,35150,38069,36317
13/10/2021,74540,35624,38526,36310
14/10/2021,70181,36204,38960,36358
15/10/2021,64417,36584,39333,36372
18/10/2021,61026,36818,39547,36407
19/10/2021,59955,37494,39705,36439
20/10/2021,60333,38128,39799,36600
21/10/2021,57374,38737,39860,36804
22/10/2021,51463,38945,39421,37033
25/10/2021,47950,38952,39021,37109
26/10/2021,43985,38075,38471,37007
27/10/2021,40040,36746,36785,36648
28/10/2021,37669,35682,35091,36186
29/10/2021,36065,35061,34147,35487
01/11/2021,34845,34337,33462,34992
02/11/2021,30987,32797,32114,33794
03/11/2021,27162,30191,30005,32623
04/11/2021,26710,28492,28191,32177
05/11/2021,27199,27641,26580,31074
08/11/2021,28014,27564,25669,30400
09/11/2021,30475,27759,25120,29970
10/11/2021,32099,27708,24845,29644
11/11/2021,32109,27237,24764,29264
12/11/2021,31811,26370,24783,29036
15/11/2021,31113,25647,24849,28859
16/11/2021,28059,24072,24890,28688
17/11/2021,25406,22277,24863,28474
18/11/2021,27033,21025,24725,28307
19/11/2021,29938,20535,24603,28090
22/11/2021,32210,20620,24585,27848
23/11/2021,33631,21000,24671,27712
24/11/2021,31694,21405,24802,27654
25/11/2021,31317,22404,25119,27640
26/11/2021,32393,23586,25472,27703
29/11/2021,34360,24613,25599,27729
30/11/2021,37181,25297,25736,27794
01/12/2021,37023,26076,26115,27910
02/12/2021,37604,27271,26423,27999
03/12/2021,38096,28154,26741,28065
06/12/2021,38970,28904,26972,28080
07/12/2021,41324,29275,27367,28224
08/12/2021,43030,28992,27721,28246
09/12/2021,41379,28306,27954,28294
10/12/2021,40035,27610,28065,28295
13/12/2021,39127,26952,28076,28218
14/12/2021,32838,25911,28051,28183
15/12/2021,27137,24693,27960,28159
16/12/2021,24003,23630,27649,28030
17/12/2021,22613,21994,27158,27842
20/12/2021,23283,21204,26792,27685
21/12/2021,22088,20796,26210,27438
22/12/2021,20363,21460,25705,27057
23/12/2021,19494,22638,25330,26607
24/12/2021,19176,23158,25188,26384
04/01/2022,19490,25865,24303,25322
05/01/2022,19084,27023,23815,24967
06/01/2022,19535,27117,23365,24024
07/01/2022,20167,26610,22813,23402
10/01/2022,21181,25645,22013,22818
11/01/2022,19284,24435,21543,22506
12/01/2022,17390,23081,21294,22094
13/01/2022,14477,22069,21069,21766
14/01/2022,12407,21376,20868,21464
17/01/2022,12190,20935,20503,21219
18/01/2022,10913,20011,20242,20909
19/01/2022,10169,18852,19935,20503
20/01/2022,8547,18220,19503,20195
21/01/2022,7390,18087,19237,19859
24/01/2022,6935,18119,19006,19598
25/01/2022,6180,17890,18624,19162
26/01/2022,5826,17224,18199,18757
27/01/2022,6780,16615,17743,18304
28/01/2022,8918,16557,17569,18198
31/01/2022,10015,16454,17461,18045
01/02/2022,10753,16296,17354,17914
02/02/2022,10616,15885,17273,17817
03/02/2022,10710,15939,17278,17776
04/02/2022,10302,16165,17531,17819
07/02/2022,9521,16694,18023,17922
08/02/2022,9969,17740,19072,18531
09/02/2022,12468,19377,21018,19546
10/02/2022,15789,20998,22628,20495
11/02/2022,15397,21623,23743,21018
14/02/2022,14888,21763,24508,21568
15/02/2022,14209,21601,25047,21984
16/02/2022,12239,21374,25515,22347
17/02/2022,12000,21288,25588,22644
18/02/2022,13888,21375,25576,23130
21/02/2022,15331,21969,25758,23504
22/02/2022,16709,23366,25950,23999
23/02/2022,18181,24290,26271,24369
24/02/2022,16586,24204,26567,24914
25/02/2022,14026,23922,26587,25174
28/02/2022,13414,23389,26711,25296
01/03/2022,14019,23410,26876,25553
02/03/2022,15258,23703,27178,25577
03/03/2022,13596,24293,27722,25809
04/03/2022,13560,25061,28450,25974
07/03/2022,14508,26113,29037,26414
08/03/2022,15721,27367,30062,26729
09/03/2022,18928,28744,31295,27096
10/03/2022,21668,29097,32158,27554
11/03/2022,22195,28685,32330,27858
14/03/2022,23101,27826,32270,28051
15/03/2022,23413,26512,31913,28427
16/03/2022,21830,25626,31641,28824
17/03/2022,21596,25649,31817,29164
18/03/2022,21604,25868,32147,29922
21/03/2022,20481,26561,32440,30322
22/03/2022,18041,27999,32817,30878
23/03/2022,17412,29450,33171,31406
24/03/2022,16333,30413,33366,31850
25/03/2022,15648,30713,33217,32082
28/03/2022,14380,30746,32897,32166
29/03/2022,13596,30029,32401,31933
30/03/2022,13655,29123,31629,31597
31/03/2022,14593,28273,30883,31236
01/04/2022,15460,27660,30301,30511
04/04/2022,14896,27135,29888,30092
05/04/2022,13469,26562,29260,29510
06/04/2022,12355,25809,28652,28897
07/04/2022,11753,25003,28022,28225
08/04/2022,11979,24997,27518,27786
11/04/2022,11566,25063,27207,27358
12/04/2022,11348,25763,26931,27083
13/04/2022,11370,26711,27076,26499
14/04/2022,12285,27378,27469,26075
19/04/2022,11127,27715,27955,26056
20/04/2022,11305,27780,28551,26264
21/04/2022,13571,27419,29105,26514
22/04/2022,15299,27039,29453,27077
25/04/2022,16609,26703,29685,27683
26/04/2022,17991,26273,29858,28147
27/04/2022,18460,26139,30095,28337
28/04/2022,17821,26228,30096,28478
29/04/2022,17713,26443,30074,28679
03/05/2022,17804,26591,30058,28967
04/05/2022,19235,27116,30054,29158
05/05/2022,22569,27986,30053,29385
06/05/2022,24002,28572,30024,29516
09/05/2022,26412,29093,30057,29708
10/05/2022,28703,29491,30210,29892
11/05/2022,31151,29848,30345,29969
12/05/2022,32885,29790,30251,29975
13/05/2022,32733,29545,30272,30107
16/05/2022,32581,29168,30224,30004
17/05/2022,32754,29290,30194,29930
18/05/2022,34531,29939,30336,30006
19/05/2022,36368,30326,30800,29953
20/05/2022,37538,30440,30971,29908
23/05/2022,38169,30392,31002,29956
24/05/2022,35564,29892,31111,29908
25/05/2022,33069,28965,31168,29799
26/05/2022,28840,28259,31052,29730
27/05/2022,23373,27431,30757,29652
30/05/2022,21516,26493,30514,29524
31/05/2022,22126,25860,30172,29050
01/06/2022,24274,25663,29738,28712
06/06/2022,22866,25573,29259,28167
07/06/2022,22128,25339,28948,27666
08/06/2022,20380,24723,28436,27171
09/06/2022,19643,24064,27798,26450
10/06/2022,19665,23662,27440,25509
13/06/2022,18627,23403,27092,25192
14/06/2022,19138,23657,26963,24696
15/06/2022,21157,24355,26997,24284
16/06/2022,22411,25113,27061,24143
17/06/2022,24776,25757,27139,24169
20/06/2022,25138,25846,27167,24051
21/06/2022,22477,25656,27178,24050
22/06/2022,19430,25170,27224,24080
23/06/2022,20061,24592,27123,24096
24/06/2022,19875,24254,26942,24009
27/06/2022,19336,23870,26832,24014
28/06/2022,17849,23092,26572,23631
29/06/2022,18248,22589,25951,23348
30/06/2022,20190,22369,25367,23137
01/07/2022,19745,22297,25192,22973
04/07/2022,18481,22219,25103,22609
05/07/2022,17283,21965,24917,22309
06/07/2022,16588,21270,24712,21946
07/07/2022,18286,20501,24234,21602
08/07/2022,18825,20010,23797,21338
11/07/2022,19613,19546,23672,21239
12/07/2022,18655,18867,23349,21162
13/07/2022,19358,18075,22845,21158
14/07/2022,20375,17280,22551,21102
15/07/2022,24209,16969,22424,21249
18/07/2022,24603,16846,22406,21370
19/07/2022,24043,17001,22428,21599
20/07/2022,22552,17746,22631,21710
21/07/2022,21999,18455,22800,21820
22/07/2022,22362,18838,22880,21796
25/07/2022,21526,18900,22865,21814
26/07/2022,20359,18790,22777,21791
27/07/2022,19352,18680,22414,21697
28/07/2022,18162,18581,22032,21526
29/07/2022,17255,18463,21681,21114
01/08/2022,17100,18392,21211,20774
02/08/2022,16347,18235,20527,20536
03/08/2022,14842,18047,19854,20099
04/08/2022,12271,17849,19213,19703
05/08/2022,11700,17699,18698,19046
08/08/2022,12152,17624,18377,18783
09/08/2022,12521,17444,17997,18491
10/08/2022,13455,17385,17754,18152
11/08/2022,12757,17339,17504,17723
12/08/2022,10898,17161,17526,17598
15/08/2022,9104,16967,17678,17458
16/08/2022,8783,16653,17886,17415
17/08/2022,8978,16242,18251,17513
18/08/2022,7188,15738,18681,17424
19/08/2022,6267,15188,19082,17285
22/08/2022,6199,14808,19265,17189
23/08/2022,6608,14149,19412,17115
24/08/2022,5636,13422,19503,17047
25/08/2022,3931,12816,19392,16882
26/08/2022,3413,12344,19183,16794
30/08/2022,2793,11556,18604,16548
31/08/2022,2505,10956,17881,16240
01/09/2022,3887,11069,17147,15846
02/09/2022,6076,11442,16658,15650
05/09/2022,7000,11941,16482,15529
06/09/2022,6037,12715,16355,15463
07/09/2022,5442,14196,16298,15495
08/09/2022,5407,15815,16247,15602
09/09/2022,5574,16786,16227,15709
12/09/2022,6270,17302,16199,15732
13/09/2022,8952,18666,16325,15914
14/09/2022,12977,19309,16559,16066
15/09/2022,13580,18813,16820,16195
16/09/2022,12599,17913,17057,16281
20/09/2022,16540,18206,17382,16576
21/09/2022,16760,18189,17657,16804
22/09/2022,16000,17983,18008,17130
23/09/2022,18293,17959,18172,17383
26/09/2022,18207,17927,18231,17534
27/09/2022,17916,17982,18376,17695
28/09/2022,17477,18201,18477,17863
29/09/2022,16202,18567,18411,17999
30/09/2022,16214,18742,18292,18159
03/10/2022,16924,18741,18289,18212
04/10/2022,18611,18987,18351,18313
05/10/2022,21175,19847,18441,18426
06/10/2022,20786,20084,18590,18507
07/10/2022,19874,20116,18763,18588
10/10/2022,19418,20048,18850,18607
11/10/2022,18630,19763,18856,18584
12/10/2022,18241,19323,18788,18433
13/10/2022,17365,18796,18654,18362
14/10/2022,17965,18729,18588,18208
17/10/2022,18133,18796,18460,17935
18/10/2022,18631,19220,18455,17820
19/10/2022,18322,19475,18455,17504
20/10/2022,17505,19448,18435,17394
21/10/2022,17175,19293,18455,17297
24/10/2022,16883,19019,18373,17269
25/10/2022,16209,18653,18238,17154
26/10/2022,15637,18065,17950,16913
27/10/2022,14500,17100,17292,16588
28/10/2022,13852,16350,16318,16142
31/10/2022,12933,15703,15808,15898
01/11/2022,11509,15266,15281,15610
02/11/2022,10664,15149,14649,15394
03/11/2022,10158,15295,14161,15133
04/11/2022,11139,15299,13945,15043
07/11/2022,11648,15265,13761,14863
08/11/2022,12379,15024,13656,14717
09/11/2022,13578,14767,13551,14454
10/11/2022,13702,14574,13495,14341
11/11/2022,12807,14735,13348,14174
14/11/2022,11995,15003,13164,14042
15/11/2022,11371,15131,13050,13892
16/11/2022,11054,15196,12983,13825
17/11/2022,9855,14850,12929,13734
18/11/2022,9305,14343,12870,13727
21/11/2022,9363,13937,12800,13631
22/11/2022,9057,13463,12756,13551
23/11/2022,10106,13180,12796,13539
24/11/2022,11479,13195,12910,13447
25/11/2022,13373,13310,13004,13403
28/11/2022,13845,13468,12977,13420
29/11/2022,13177,13718,12942,13413
30/11/2022,13624,14112,12888,13397
01/12/2022,13020,14422,12818,13356
02/12/2022,12598,14564,12777,13340
05/12/2022,12457,14741,12736,13264
06/12/2022,12774,14912,12737,13171
07/12/2022,13561,14935,12736,13238
08/12/2022,13888,14950,12683,13199
09/12/2022,13957,14927,12672,13182
12/12/2022,13424,14789,12686,13118
13/12/2022,13276,14700,12834,13067
14/12/2022,14293,14786,12867,12933
15/12/2022,17374,14924,12832,12828
16/12/2022,18312,14869,12724,12693
19/12/2022,18126,14808,12609,12618
20/12/2022,19617,14595,12442,12443
21/12/2022,23197,14378,12133,12303
22/12/2022,21775,14070,11913,12075
23/12/2022,18749,13813,11685,11941
03/01/2023,13561,12944,10646,11051
04/01/2023,12575,12400,10037,10611
05/01/2023,12473,11986,9585,10286
06/01/2023,12543,11693,9233,9931
09/01/2023,13237,11252,9073,9748
10/01/2023,12741,10705,8831,9610
11/01/2023,12188,10137,8387,9380
12/01/2023,11188,9757,7869,9153
13/01/2023,10770,9618,7545,8996
16/01/2023,10874,9636,7406,8782
17/01/2023,10287,9699,7273,8432
18/01/2023,9182,9672,7222,8242
19/01/2023,7404,9641,7198,8091
20/01/2023,6529,9544,7177,7931
23/01/2023,6094,9428,7097,7819
24/01/2023,5684,9313,7138,7792
25/01/2023,5231,9318,7127,7785
26/01/2023,4551,9409,7097,7776
27/01/2023,4433,9487,7150,7763
30/01/2023,4418,9543,7242,7781
31/01/2023,4411,9464,7369,7792
01/02/2023,4137,9262,7481,7837
02/02/2023,3688,8894,7529,7855
03/02/2023,3561,8456,7501,7846
06/02/2023,3475,8159,7480,7852
07/02/2023,3677,7806,7341,7866
08/02/2023,3927,7704,7159,7865
09/02/2023,3752,7745,6995,7841
10/02/2023,4033,7779,6909,7844
13/02/2023,4432,7764,6874,7837
14/02/2023,3167,7631,6899,7774
15/02/2023,2630,7473,7038,7763
16/02/2023,2280,7358,7258,7805
17/02/2023,2246,7302,7641,7875
20/02/2023,2354,7277,8000,8059
21/02/2023,2513,7585,8878,8325
22/02/2023,3235,8557,9591,8511
23/02/2023,4754,10520,10336,8875
24/02/2023,5271,11439,10957,9086
27/02/2023,5815,11853,11553,9302
28/02/2023,6042,12785,12158,9641
01/03/2023,7703,13634,12714,10012
02/03/2023,8296,14006,13113,10350
03/03/2023,9910,14087,13081,10513
06/03/2023,11026,14240,12980,10683
07/03/2023,12201,14219,12775,10820
08/03/2023,12851,14325,12770,11016
09/03/2023,13783,14617,12975,11167
10/03/2023,14466,14884,13296,11361
13/03/2023,15099,15121,13580,11697
14/03/2023,17500,15685,13889,11965
15/03/2023,17453,15912,14254,12174
16/03/2023,16387,15716,14430,12380
17/03/2023,15867,15509,14502,12500
20/03/2023,16134,15270,14619,12646
21/03/2023,15601,14919,14682,12682
22/03/2023,14528,14454,14703,12703
23/03/2023,15396,14260,14668,12663
24/03/2023,15611,14149,14657,12652
27/03/2023,14888,14085,14587,12643
28/03/2023,13655,14051,14466,12595
29/03/2023,13788,14386,14137,12508
30/03/2023,13901,14622,13602,12433
31/03/2023,13806,14718,13175,12358
03/04/2023,14290,14972,13054,12286
04/04/2023,15483,15517,12941,11948
05/04/2023,16233,16314,12866,11748
06/04/2023,16928,16661,12773,11578
11/04/2023,15849,16669,12444,11443
12/04/2023,15106,16312,12301,11365
13/04/2023,15657,15724,12158,11295
14/04/2023,15344,15317,12059,11306
17/04/2023,14939,15076,12075,11344
18/04/2023,13916,14796,12239,11391
19/04/2023,13624,14910,12656,11511
20/04/2023,14746,15094,12965,11699
21/04/2023,16270,15225,13211,11876
24/04/2023,16526,15186,13336,11958
25/04/2023,16471,15001,13378,12005
26/04/2023,17419,14761,13230,12008
27/04/2023,18874,14506,13036,11965
28/04/2023,19080,14274,12811,11934
02/05/2023,18809,14066,12587,11901
03/05/2023,19283,13862,12352,11826
04/05/2023,19283,13630,12154,11723
05/05/2023,19768,13512,12053,11605
09/05/2023,20807,13450,12072,11522
10/05/2023,21814,13333,12250,11484
11/05/2023,21276,13009,12235,11423
12/05/2023,20367,12619,12160,11371
15/05/2023,19777,12291,12074,11299
16/05/2023,19033,11828,12001,11217
17/05/2023,18111,11343,11993,11112
18/05/2023,17767,11112,11931,11050
19/05/2023,17459,11001,11846,11018
22/05/2023,17126,10982,11696,10956
23/05/2023,16922,10911,11473,10880
24/05/2023,16010,10653,11151,10799
25/05/2023,14577,10272,10782,10687
26/05/2023,13956,10072,10403,10585
30/05/2023,13221,9811,10010,10472
31/05/2023,10099,9405,9691,10292
01/06/2023,9487,9270,9312,10062
02/06/2023,9254,9269,9011,9805
05/06/2023,9766,9434,8829,9659
